1519880238 0 0 0 0 0 1 0 0 0 0 0 0 0
1519880472 0 0 0 0 0 2 0 0 0 0 0 0 0
1519881057 0 0 0 0 0 2 1 0 0 0 0 0 0
1519881083 0 0 0 0 0 2 2 0 0 0 0 0 0
1519881110 0 0 0 0 0 2 3 0 0 0 0 0 0
1519881696 0 0 0 0 1 2 3 0 0 0 0 0 0
1519882195 0 1 0 0 1 2 3 0 0 0 0 0 0
1519882286 0 1 0 0 1 2 4 0 0 0 0 0 0
1519882295 1 1 0 0 1 2 4 0 0 0 0 0 0
1519882339 2 1 0 0 1 2 4 0 0 0 0 0 0
1519883730 2 1 1 0 1 2 4 0 0 0 0 0 0
1519884176 2 2 1 0 1 2 4 0 0 0 0 0 0
1519886638 2 3 1 0 1 2 4 0 0 0 0 0 0
1519887488 2 3 1 0 1 2 4 0 1 0 0 0 0
1519887579 2 4 1 0 1 2 4 0 1 0 0 0 0
1519890552 2 5 1 0 1 2 4 0 1 0 0 0 0
1519890913 2 5 1 0 2 2 4 0 1 0 0 0 0
1519891407 2 5 1 0 3 2 4 0 1 0 0 0 0
1519891429 2 5 2 0 3 2 4 0 1 0 0 0 0
1519891488 3 5 2 0 3 2 4 0 1 0 0 0 0
1519891502 4 5 2 0 3 2 4 0 1 0 0 0 0
1519891569 5 5 2 0 3 2 4 0 1 0 0 0 0
1519891644 6 5 2 0 3 2 4 0 1 0 0 0 0
1519891678 7 5 2 0 3 2 4 0 1 0 0 0 0
1519891694 8 5 2 0 3 2 4 0 1 0 0 0 0
1519891728 9 5 2 0 3 2 4 0 1 0 0 0 0
1519891974 9 5 2 0 3 2 4 1 1 0 0 0 0
1519893079 9 5 2 0 3 2 4 2 1 0 0 0 0
1519893229 9 6 2 0 3 2 4 2 1 0 0 0 0
1519894521 9 6 2 0 3 2 4 2 2 0 0 0 0
1519894918 9 6 3 0 3 2 4 2 2 0 0 0 0
1519895026 10 6 3 0 3 2 4 2 2 0 0 0 0
1519895107 11 6 3 0 3 2 4 2 2 0 0 0 0
1519895165 12 6 3 0 3 2 4 2 2 0 0 0 0
1519896033 12 6 3 0 3 2 5 2 2 0 0 0 0
1519896065 12 6 3 0 3 2 6 2 2 0 0 0 0
1519896203 12 6 4 0 3 2 6 2 2 0 0 0 0
1519900924 12 6 4 0 4 2 6 2 2 0 0 0 0
1519902691 12 6 5 0 4 2 6 2 2 0 0 0 0
1519905535 12 6 6 0 4 2 6 2 2 0 0 0 0
1519906788 12 6 6 1 4 2 6 2 2 0 0 0 0
1519906818 12 6 6 2 4 2 6 2 2 0 0 0 0
1519906827 12 6 6 3 4 2 6 2 2 0 0 0 0
1519906831 12 6 6 4 4 2 6 2 2 0 0 0 0
1519954561 12 6 6 5 4 2 6 2 2 0 0 0 0
1519954567 12 6 6 6 4 2 6 2 2 0 0 0 0
1519955207 12 7 6 6 4 2 6 2 2 0 0 0 0
1519956242 12 8 6 6 4 2 6 2 2 0 0 0 0
1519957089 12 8 6 6 4 2 6 2 2 1 0 0 0
1519957695 12 9 6 6 4 2 6 2 2 1 0 0 0
1519957838 12 9 6 7 4 2 6 2 2 1 0 0 0
1519958535 12 9 6 7 5 2 6 2 2 1 0 0 0
1519958669 12 9 7 7 5 2 6 2 2 1 0 0 0
1519958995 12 9 7 8 5 2 6 2 2 1 0 0 0
1519959003 12 9 7 9 5 2 6 2 2 1 0 0 0
1519959348 12 9 8 9 5 2 6 2 2 1 0 0 0
1519961127 12 9 8 9 5 2 6 3 2 1 0 0 0
1519961599 12 9 9 9 5 2 6 3 2 1 0 0 0
1519961646 13 9 9 9 5 2 6 3 2 1 0 0 0
1519961661 14 9 9 9 5 2 6 3 2 1 0 0 0
1519967904 14 10 9 9 5 2 6 3 2 1 0 0 0
1519970003 14 10 10 9 5 2 6 3 2 1 0 0 0
1519970202 14 11 10 9 5 2 6 3 2 1 0 0 0
1519971044 14 12 10 9 5 2 6 3 2 1 0 0 0
1519972541 14 12 11 9 5 2 6 3 2 1 0 0 1
1519973051 14 12 12 9 5 2 6 3 2 1 0 0 1
1519973116 15 12 12 9 5 2 6 3 2 1 0 0 1
1519973126 16 12 12 9 5 2 6 3 2 1 0 0 1
1519973143 17 12 12 9 5 2 6 3 2 1 0 0 1
1519973164 18 12 12 9 5 2 6 3 2 1 0 0 1
1519973180 19 12 12 9 5 2 6 3 2 1 0 0 1
1519973198 20 12 12 9 5 2 6 3 2 1 0 0 1
1519973209 21 12 12 9 5 2 6 3 2 1 0 0 1
1519974648 21 12 12 9 6 2 6 3 2 1 0 0 1
1519976124 21 12 12 9 7 2 6 3 2 1 0 0 1
1519976234 21 12 12 9 7 2 6 3 3 1 0 0 1
1519976676 21 12 12 9 8 2 6 3 3 1 0 0 1
1519977674 21 12 12 9 9 2 6 3 3 1 0 0 1
1519978244 21 12 13 9 9 2 6 3 3 1 0 0 1
1519979203 21 13 13 9 9 2 6 3 3 1 0 0 1
1519979552 21 13 13 9 10 2 6 3 3 1 0 0 1
1519979599 22 13 13 9 10 2 6 3 3 1 0 0 1
1519979600 22 13 13 9 10 2 6 4 3 1 0 0 1
1519979612 23 13 13 9 10 2 6 4 3 1 0 0 1
1519979637 24 13 13 9 10 2 6 4 3 1 0 0 1
1519979647 25 13 13 9 10 2 6 4 3 1 0 0 1
1519979655 26 13 13 9 10 2 6 4 3 1 0 0 1
1519979665 27 13 13 9 10 2 6 4 3 1 0 0 1
1519979676 28 13 13 9 10 2 6 4 3 1 0 0 1
1519979824 28 13 13 9 10 2 6 5 3 1 0 0 1
1519981752 28 13 13 10 10 2 6 5 4 1 0 0 1
1519981969 28 13 13 11 10 2 6 5 4 1 0 0 1
1519982280 28 13 13 11 10 2 6 5 4 2 0 0 1
1519982399 28 13 14 11 10 2 6 5 4 2 0 0 1
1519982426 28 14 14 11 10 2 6 5 4 2 0 0 1
1519982432 28 14 14 11 10 2 6 5 4 2 1 0 1
1519982482 29 14 14 11 10 2 6 5 4 2 1 0 1
1519982724 29 14 14 11 10 3 6 5 4 2 1 0 1
1519982876 29 14 14 11 10 3 6 5 5 2 1 0 1
1519983081 29 15 14 11 10 3 6 5 5 2 1 0 1
1519983740 29 15 14 11 10 3 6 5 5 3 1 0 1
1519984374 29 15 14 12 10 3 6 5 5 3 1 0 1
1519984401 29 15 14 13 10 3 6 5 5 3 1 0 1
1519984420 29 15 14 14 10 4 6 5 5 3 1 0 1
1519984628 29 15 14 14 10 5 6 5 5 3 1 0 1
1519985449 29 15 14 14 10 5 6 5 5 3 1 1 1
1519985952 29 15 14 14 11 5 6 5 5 3 1 1 1
1519986065 29 15 15 14 11 5 6 5 5 3 1 1 1
1519986101 29 15 15 14 11 5 6 5 5 3 2 1 1
1519986730 30 15 15 14 11 5 6 5 5 3 2 1 1
1519986829 30 15 15 14 11 6 6 5 5 3 2 1 1
1519986987 30 15 15 14 11 7 6 5 5 3 2 1 1
1519987140 30 15 15 15 11 7 6 5 5 3 2 1 1
1519987143 30 15 15 16 11 7 6 5 5 3 2 1 1
1519987571 30 16 15 16 11 7 6 5 5 3 2 1 1
1519987648 31 16 15 16 11 7 6 5 5 3 2 1 1
1520000285 31 17 15 16 11 7 6 5 5 3 2 1 1
1520000482 31 18 15 16 11 7 6 5 5 3 2 1 1
1520039914 31 18 16 16 11 7 6 5 5 3 2 1 1
